 1675.00  3.0910E+06  5.4815E+05  4.5513E+03  5.8123E+06  9.4560E+06
 1700.00  3.0947E+06  5.4956E+05  4.5866E+03  5.8072E+06  9.4560E+06
 1725.00  3.0970E+06  5.5057E+05  4.7547E+03  5.8036E+06  9.4560E+06
 1750.00  3.1005E+06  5.5201E+05  4.8790E+03  5.7986E+06  9.4559E+06
 1775.00  3.1051E+06  5.5379E+05  4.9493E+03  5.7920E+06  9.4559E+06
 1800.00  3.1086E+06  5.5523E+05  5.0582E+03  5.7870E+06  9.4559E+06
 1825.00  3.1121E+06  5.5665E+05  5.1951E+03  5.7818E+06  9.4558E+06
 1850.00  3.1164E+06  5.5835E+05  5.2557E+03  5.7757E+06  9.4557E+06
 1875.00  3.1207E+06  5.6005E+05  5.3150E+03  5.7697E+06  9.4558E+06
 1900.00  3.1249E+06  5.6172E+05  5.4667E+03  5.7637E+06  9.4558E+06
 1925.00  3.1287E+06  5.6329E+05  5.5574E+03  5.7583E+06  9.4558E+06
 1950.00  3.1331E+06  5.6504E+05  5.6416E+03  5.7521E+06  9.4559E+06
 1975.00  3.1374E+06  5.6668E+05  5.6949E+03  5.7463E+06  9.4560E+06
 2000.00  3.1417E+06  5.6840E+05  5.8238E+03  5.7403E+06  9.4562E+06
 2025.00  3.1461E+06  5.7015E+05  5.9246E+03  5.7342E+06  9.4564E+06
 2050.00  3.1502E+06  5.7184E+05  6.0101E+03  5.7284E+06  9.4565E+06
 2075.00  3.1545E+06  5.7357E+05  6.1121E+03  5.7225E+06  9.4567E+06
 2100.00  3.1594E+06  5.7543E+05  6.1587E+03  5.7160E+06  9.4570E+06
 2125.00  3.1640E+06  5.7722E+05  6.2153E+03  5.7096E+06  9.4571E+06
 2150.00  3.1687E+06  5.7903E+05  6.3192E+03  5.7032E+06  9.4573E+06
 2175.00  3.1734E+06  5.8080E+05  6.4016E+03  5.6969E+06  9.4575E+06
 2200.00  3.1785E+06  5.8275E+05  6.3797E+03  5.6900E+06  9.4577E+06
 2225.00  3.1841E+06  5.8471E+05  6.4134E+03  5.6826E+06  9.4578E+06
 2250.00  3.1894E+06  5.8670E+05  6.4720E+03  5.6753E+06  9.4579E+06
 2275.00  3.1945E+06  5.8853E+05  6.5278E+03  5.6685E+06  9.4580E+06
 2300.00  3.2001E+06  5.9053E+05  6.5622E+03  5.6609E+06  9.4581E+06
 2325.00  3.2063E+06  5.9278E+05  6.6227E+03  5.6524E+06  9.4581E+06
 2350.00  3.2126E+06  5.9506E+05  6.7154E+03  5.6438E+06  9.4581E+06
 2375.00  3.2182E+06  5.9706E+05  6.7819E+03  5.6361E+06  9.4581E+06
 2400.00  3.2245E+06  5.9933E+05  6.8822E+03  5.6274E+06  9.4581E+06
 2425.00  3.2320E+06  6.0201E+05  7.0695E+03  5.6170E+06  9.4582E+06
 2450.00  3.2391E+06  6.0454E+05  7.1870E+03  5.6074E+06  9.4582E+06
 2475.00  3.2466E+06  6.0708E+05  7.2995E+03  5.5971E+06  9.4582E+06
 2500.00  3.2554E+06  6.0985E+05  7.4632E+03  5.5855E+06  9.4582E+06
 2525.00  3.2642E+06  6.1288E+05  7.5843E+03  5.5736E+06  9.4582E+06
 2550.00  3.2743E+06  6.1597E+05  7.7511E+03  5.5603E+06  9.4583E+06
 2575.00  3.2847E+06  6.1916E+05  7.8903E+03  5.5465E+06  9.4583E+06
 2600.00  3.2955E+06  6.2259E+05  7.9842E+03  5.5322E+06  9.4583E+06
 2625.00  3.3076E+06  6.2623E+05  8.1552E+03  5.5164E+06  9.4584E+06
 2650.00  3.3202E+06  6.3003E+05  8.2524E+03  5.5000E+06  9.4585E+06
 2675.00  3.3332E+06  6.3389E+05  8.3834E+03  5.4831E+06  9.4585E+06
 2700.00  3.3468E+06  6.3815E+05  8.5700E+03  5.4650E+06  9.4585E+06
 2725.00  3.3608E+06  6.4242E+05  8.6960E+03  5.4466E+06  9.4586E+06
 2750.00  3.3751E+06  6.4688E+05  8.8130E+03  5.4278E+06  9.4586E+06
 2775.00  3.3902E+06  6.5151E+05  8.9660E+03  5.4079E+06  9.4586E+06
 2800.00  3.4051E+06  6.5623E+05  9.0443E+03  5.3882E+06  9.4586E+06
 2825.00  3.4198E+06  6.6092E+05  9.2048E+03  5.3686E+06  9.4586E+06
 2850.00  3.4351E+06  6.6592E+05  9.3419E+03  5.3481E+06  9.4585E+06
 2875.00  3.4506E+06  6.7094E+05  9.4731E+03  5.3275E+06  9.4585E+06
 2900.00  3.4660E+06  6.7590E+05  9.4971E+03  5.3070E+06  9.4584E+06
 2925.00  3.4807E+06  6.8077E+05  9.5169E+03  5.2873E+06  9.4583E+06
 2950.00  3.4958E+06  6.8584E+05  9.6956E+03  5.2668E+06  9.4582E+06
 2975.00  3.5108E+06  6.9108E+05  9.8907E+03  5.2463E+06  9.4581E+06
 3000.00  3.5257E+06  6.9608E+05  9.9119E+03  5.2263E+06  9.4580E+06
 3025.00  3.5404E+06  7.0112E+05  9.9732E+03  5.2063E+06  9.4579E+06
 3050.00  3.5552E+06  7.0615E+05  1.0117E+04  5.1863E+06  9.4578E+06
 3075.00  3.5695E+06  7.1128E+05  1.0267E+04  5.1666E+06  9.4576E+06
 3100.00  3.5843E+06  7.1647E+05  1.0522E+04  5.1463E+06  9.4576E+06
 3125.00  3.5993E+06  7.2199E+05  1.0655E+04  5.1255E+06  9.4575E+06
 3150.00  3.6140E+06  7.2696E+05  1.0688E+04  5.1058E+06  9.4574E+06
 3175.00  3.6288E+06  7.3215E+05  1.0839E+04  5.0856E+06  9.4574E+06
 3200.00  3.6440E+06  7.3762E+05  1.1140E+04  5.0646E+06  9.4574E+06
 3225.00  3.6595E+06  7.4313E+05  1.1326E+04  5.0434E+06  9.4573E+06
 3250.00  3.6750E+06  7.4835E+05  1.1416E+04  5.0226E+06  9.4573E+06
 3275.00  3.6907E+06  7.5380E+05  1.1509E+04  5.0014E+06  9.4574E+06
 3300.00  3.7064E+06  7.5917E+05  1.1716E+04  4.9802E+06  9.4574E+06
 3325.00  3.7226E+06  7.6471E+05  1.1923E+04  4.9583E+06  9.4575E+06
 3350.00  3.7389E+06  7.7003E+05  1.2026E+04  4.9366E+06  9.4576E+06
 3375.00  3.7550E+06  7.7508E+05  1.2141E+04  4.9154E+06  9.4576E+06
 3400.00  3.7714E+06  7.8034E+05  1.2315E+04  4.8937E+06  9.4577E+06
 3425.00  3.7879E+06  7.8527E+05  1.2552E+04  4.8721E+06  9.4577E+06
 3450.00  3.8042E+06  7.8997E+05  1.2602E+04  4.8511E+06  9.4579E+06
 3475.00  3.8206E+06  7.9452E+05  1.2741E+04  4.8300E+06  9.4579E+06
 3500.00  3.8371E+06  7.9911E+05  1.2984E+04  4.8088E+06  9.4579E+06
 3525.00  3.8531E+06  8.0356E+05  1.3183E+04  4.7881E+06  9.4580E+06
 3550.00  3.8692E+06  8.0790E+05  1.3252E+04  4.7677E+06  9.4580E+06
 3575.00  3.8852E+06  8.1232E+05  1.3376E+04  4.7471E+06  9.4581E+06
 3600.00  3.9011E+06  8.1654E+05  1.3522E+04  4.7269E+06  9.4581E+06
 3625.00  3.9167E+06  8.2089E+05  1.3632E+04  4.7069E+06  9.4581E+06
 3650.00  3.9320E+06  8.2519E+05  1.3812E+04  4.6872E+06  9.4582E+06
 3675.00  3.9474E+06  8.2966E+05  1.3855E+04  4.6673E+06  9.4582E+06
 3700.00  3.9623E+06  8.3392E+05  1.3795E+04  4.6482E+06  9.4582E+06
 3725.00  3.9769E+06  8.3822E+05  1.3868E+04  4.6294E+06  9.4584E+06
 3750.00  3.9912E+06  8.4249E+05  1.3956E+04  4.6106E+06  9.4583E+06
 3775.00  4.0052E+06  8.4691E+05  1.3976E+04  4.5922E+06  9.4583E+06
 3800.00  4.0190E+06  8.5144E+05  1.3969E+04  4.5739E+06  9.4583E+06
 3825.00  4.0325E+06  8.5590E+05  1.3891E+04  4.5560E+06  9.4583E+06
 3850.00  4.0453E+06  8.6038E+05  1.3898E+04  4.5387E+06  9.4582E+06
 3875.00  4.0579E+06  8.6480E+05  1.3904E+04  4.5216E+06  9.4582E+06
 3900.00  4.0702E+06  8.6941E+05  1.3810E+04  4.5047E+06  9.4581E+06
 3925.00  4.0819E+06  8.7429E+05  1.3893E+04  4.4880E+06  9.4580E+06
 3950.00  4.0929E+06  8.7909E+05  1.3928E+04  4.4721E+06  9.4580E+06
 3975.00  4.1034E+06  8.8345E+05  1.3780E+04  4.4573E+06  9.4580E+06
 4000.00  4.1132E+06  8.8796E+05  1.3723E+04  4.4430E+06  9.4579E+06
 4025.00  4.1227E+06  8.9268E+05  1.3875E+04  4.4286E+06  9.4578E+06
 4050.00  4.1312E+06  8.9728E+05  1.3869E+04  4.4155E+06  9.4578E+06
 4075.00  4.1392E+06  9.0151E+05  1.3790E+04  4.4033E+06  9.4578E+06
 4100.00  4.1465E+06  9.0571E+05  1.3681E+04  4.3919E+06  9.4578E+06
 4125.00  4.1530E+06  9.0988E+05  1.3634E+04  4.3812E+06  9.4577E+06
 4150.00  4.1586E+06  9.1380E+05  1.3634E+04  4.3717E+06  9.4577E+06
 4175.00  4.1635E+06  9.1767E+05  1.3560E+04  4.3630E+06  9.4577E+06
 4200.00  4.1675E+06  9.2089E+05  1.3488E+04  4.3558E+06  9.4577E+06
 4225.00  4.1712E+06  9.2410E+05  1.3334E+04  4.3491E+06  9.4577E+06
 4250.00  4.1738E+06  9.2714E+05  1.3342E+04  4.3434E+06  9.4577E+06
 4275.00  4.1757E+06  9.3003E+05  1.3321E+04  4.3387E+06  9.4577E+06
 4300.00  4.1769E+06  9.3253E+05  1.3235E+04  4.3351E+06  9.4577E+06
 4325.00  4.1775E+06  9.3483E+05  1.3193E+04  4.3322E+06  9.4577E+06
 4350.00  4.1773E+06  9.3698E+05  1.3200E+04  4.3303E+06  9.4577E+06
 4375.00  4.1764E+06  9.3903E+05  1.3172E+04  4.3291E+06  9.4577E+06
 4400.00  4.1748E+06  9.4080E+05  1.3115E+04  4.3290E+06  9.4578E+06
 4425.00  4.1726E+06  9.4225E+05  1.3118E+04  4.3299E+06  9.4578E+06
 4450.00  4.1700E+06  9.4358E+05  1.3128E+04  4.3312E+06  9.4578E+06
 4475.00  4.1664E+06  9.4463E+05  1.3128E+04  4.3337E+06  9.4579E+06
 4500.00  4.1627E+06  9.4567E+05  1.3105E+04  4.3364E+06  9.4579E+06
 4525.00  4.1580E+06  9.4642E+05  1.3149E+04  4.3404E+06  9.4580E+06
 4550.00  4.1528E+06  9.4693E+05  1.3125E+04  4.3452E+06  9.4580E+06
 4575.00  4.1470E+06  9.4718E+05  1.3136E+04  4.3508E+06  9.4581E+06
 4600.00  4.1408E+06  9.4749E+05  1.3127E+04  4.3568E+06  9.4581E+06
 4625.00  4.1342E+06  9.4754E+05  1.3171E+04  4.3634E+06  9.4582E+06
 4650.00  4.1268E+06  9.4738E+05  1.3183E+04  4.3709E+06  9.4583E+06
 4675.00  4.1191E+06  9.4703E+05  1.3179E+04  4.3791E+06  9.4584E+06
 4700.00  4.1108E+06  9.4647E+05  1.3179E+04  4.3880E+06  9.4585E+06
 4725.00  4.1024E+06  9.4590E+05  1.3176E+04  4.3971E+06  9.4586E+06
 4750.00  4.0936E+06  9.4523E+05  1.3198E+04  4.4066E+06  9.4587E+06
 4775.00  4.0844E+06  9.4436E+05  1.3201E+04  4.4167E+06  9.4587E+06
 4800.00  4.0748E+06  9.4337E+05  1.3214E+04  4.4275E+06  9.4588E+06
 4825.00  4.0653E+06  9.4238E+05  1.3226E+04  4.4381E+06  9.4590E+06
 4850.00  4.0555E+06  9.4136E+05  1.3241E+04  4.4489E+06  9.4591E+06
 4875.00  4.0456E+06  9.4036E+05  1.3237E+04  4.4599E+06  9.4592E+06
 4900.00  4.0358E+06  9.3910E+05  1.3270E+04  4.4711E+06  9.4593E+06
 4925.00  4.0256E+06  9.3789E+05  1.3296E+04  4.4826E+06  9.4594E+06
 4950.00  4.0156E+06  9.3672E+05  1.3317E+04  4.4938E+06  9.4595E+06
 4975.00  4.0056E+06  9.3547E+05  1.3300E+04  4.5052E+06  9.4596E+06
 5000.00  3.9957E+06  9.3411E+05  1.3299E+04  4.5165E+06  9.4596E+06
 5025.00  3.9859E+06  9.3288E+05  1.3282E+04  4.5276E+06  9.4597E+06
 5050.00  3.9764E+06  9.3163E+05  1.3339E+04  4.5385E+06  9.4598E+06
 5075.00  3.9668E+06  9.3047E+05  1.3351E+04  4.5493E+06  9.4599E+06
 5100.00  3.9575E+06  9.2929E+05  1.3293E+04  4.5599E+06  9.4600E+06
 5125.00  3.9486E+06  9.2808E+05  1.3267E+04  4.5701E+06  9.4601E+06
 5150.00  3.9398E+06  9.2708E+05  1.3265E+04  4.5800E+06  9.4602E+06
 5175.00  3.9311E+06  9.2615E+05  1.3264E+04  4.5897E+06  9.4602E+06
 5200.00  3.9229E+06  9.2524E+05  1.3253E+04  4.5989E+06  9.4603E+06
 5225.00  3.9151E+06  9.2427E+05  1.3213E+04  4.6079E+06  9.4604E+06
 5250.00  3.9073E+06  9.2333E+05  1.3166E+04  4.6167E+06  9.4605E+06
 5275.00  3.8998E+06  9.2248E+05  1.3155E+04  4.6251E+06  9.4606E+06
 5300.00  3.8927E+06  9.2173E+05  1.3143E+04  4.6331E+06  9.4607E+06
 5325.00  3.8859E+06  9.2087E+05  1.3149E+04  4.6408E+06  9.4607E+06
 5350.00  3.8792E+06  9.2009E+05  1.3114E+04  4.6484E+06  9.4608E+06
 5375.00  3.8728E+06  9.1932E+05  1.3100E+04  4.6556E+06  9.4608E+06
 5400.00  3.8665E+06  9.1860E+05  1.3065E+04  4.6627E+06  9.4609E+06
 5425.00  3.8608E+06  9.1777E+05  1.3093E+04  4.6692E+06  9.4609E+06
 5450.00  3.8554E+06  9.1704E+05  1.3085E+04  4.6754E+06  9.4609E+06
 5475.00  3.8502E+06  9.1625E+05  1.3105E+04  4.6814E+06  9.4610E+06
 5500.00  3.8453E+06  9.1551E+05  1.3094E+04  4.6870E+06  9.4610E+06
 5525.00  3.8406E+06  9.1477E+05  1.3078E+04  4.6926E+06  9.4610E+06
 5550.00  3.8364E+06  9.1409E+05  1.3090E+04  4.6975E+06  9.4610E+06
 5575.00  3.8324E+06  9.1348E+05  1.3140E+04  4.7020E+06  9.4610E+06
 5600.00  3.8288E+06  9.1296E+05  1.3182E+04  4.7061E+06  9.4611E+06
 5625.00  3.8254E+06  9.1232E+05  1.3186E+04  4.7101E+06  9.4611E+06
 5650.00  3.8225E+06  9.1154E+05  1.3177E+04  4.7139E+06  9.4611E+06
 5675.00  3.8199E+06  9.1107E+05  1.3210E+04  4.7170E+06  9.4612E+06
 5700.00  3.8174E+06  9.1068E+05  1.3271E+04  4.7198E+06  9.4612E+06
 5725.00  3.8155E+06  9.1025E+05  1.3308E+04  4.7222E+06  9.4612E+06
 5750.00  3.8136E+06  9.0967E+05  1.3337E+04  4.7246E+06  9.4613E+06
 5775.00  3.8120E+06  9.0919E+05  1.3311E+04  4.7268E+06  9.4613E+06
 5800.00  3.8108E+06  9.0877E+05  1.3364E+04  4.7285E+06  9.4614E+06
 5825.00  3.8100E+06  9.0856E+05  1.3421E+04  4.7294E+06  9.4614E+06
 5850.00  3.8094E+06  9.0820E+05  1.3481E+04  4.7304E+06  9.4615E+06
 5875.00  3.8089E+06  9.0798E+05  1.3499E+04  4.7311E+06  9.4615E+06
 5900.00  3.8086E+06  9.0770E+05  1.3512E+04  4.7317E+06  9.4616E+06
 5925.00  3.8090E+06  9.0749E+05  1.3600E+04  4.7316E+06  9.4617E+06
 5950.00  3.8095E+06  9.0747E+05  1.3657E+04  4.7311E+06  9.4618E+06
 5975.00  3.8100E+06  9.0740E+05  1.3728E+04  4.7306E+06  9.4618E+06
